name,hd,ra,dec,vmag,class
SAO 249797,,108.781033,-66.547589, 9.3,STAR
SAO 248769,,49.253788,-66.541694, 9.2,STAR
SAO 254886,198162,313.055437,-66.530928, 8.2,STAR
SAO 251334,98027,168.842458,-66.512153, 6.8,STAR
SAO 254992,,321.112292,-66.413736, 9.0,STAR
SAO 254348,,280.761821,-66.29955, 9.0,STAR
SAO 254379,,282.406483,-66.249103, 9.3,STAR
SAO 250397,,134.340758,-66.207264,10.1,STAR
SAO 248685,,43.723717,-66.203619, 9.3,STAR
SAO 255327,,342.465,-66.06865, 9.0,STAR
SAO 250663,,145.231629,-65.966953, 8.8,STAR
SAO 254247,,276.891083,-65.896953, 9.0,STAR
SAO 254450,,285.957183,-65.888719, 8.9,STAR
SAO 249883,,113.563892,-65.692092, 9.0,STAR
SAO 249886,,113.70575,-65.570197, 9.0,STAR
SAO 249211,,77.501513,-65.545203, 8.8,STAR
SAO 249744,,106.905954,-65.538875, 9.5,STAR
SAO 249242,,79.5584,-65.529033, 9.0,STAR
SAO 250616,82989,143.098942,-65.495958, 8.6,STAR
SAO 249342,,85.996188,-65.489356, 9.2,STAR
SAO 249483,,93.3679,-65.483681, 9.2,STAR
SAO 255059,,325.99925,-65.4516, 9.4,STAR
SAO 251522,101379,174.872629,-65.3978, 5.1,STAR
SAO 255505,,352.828229,-65.359878, 9.2,STAR
SAO 255544,,355.194892,-65.27755, 8.7,STAR
SAO 249433,,90.787292,-65.255811, 8.8,STAR
SAO 251016,,158.556892,-65.226228, 8.4,STAR
SAO 255451,,349.403692,-65.1645, 9.1,STAR
SAO 255385,,345.750675,-65.051511, 9.1,STAR
SAO 254311,,279.500325,-65.043472, 9.2,STAR
SAO 252852,,220.616817,-64.978575, 8.8,STAR
SAO 255221,,336.8282,-64.966617, 9.3,STAR
SAO 249796,,108.685429,-64.947014, 8.9,STAR
SAO 249823,,109.832783,-64.930128, 9.5,STAR
SAO 249889,,113.746021,-64.809314, 9.0,STAR
SAO 255462,,350.08585,-64.630075, 9.0,STAR
SAO 249589,,98.572596,-64.454928, 9.4,STAR
SAO 249376,39963,87.845992,-64.033481, 6.4,STAR
SAO 252928,130701,223.146029,-63.80995, 5.8,STAR
SAO 255625,,0.433896,-63.732711, 9.0,STAR
SAO 252997,132539,225.687683,-63.686556, 8.6,STAR
SAO 250584,82084,141.721754,-63.630217,,STAR
SAO 252599,122938,211.771342,-63.44525, 6.6,STAR
SAO 248985,,64.415521,-63.255206, 8.3,STAR
SAO 254051,,267.764792,-63.220981, 9.5,STAR
SAO 254828,,309.159904,-63.136806,10.2,STAR
SAO 250165,,123.816704,-62.914731, 8.5,STAR
SAO 249718,,105.654258,-62.570581, 9.7,STAR
SAO 250977,,157.207163,-62.548686, 8.3,STAR
SAO 250145,,122.961742,-62.484219, 9.7,STAR
SAO 249113,,72.130692,-62.483792, 9.2,STAR
SAO 252382,118137,204.138358,-62.344883, 7.7,STAR
SAO 254758,191630,303.607754,-62.279253, 6.7,STAR
SAO 249716,,105.392542,-61.98725, 9.7,STAR
SAO 252413,118885,205.359171,-61.867664, 8.1,STAR
SAO 251478,,174.087813,-61.650419,,STAR
SAO 251476,,174.050275,-61.596939,,STAR
SAO 251475,,174.017583,-61.590369, 8.5,STAR
SAO 251470,,173.937517,-61.577906, 7.0,STAR
SAO 251743,,181.71875,-61.270736, 9.0,STAR
SAO 253473,145527,243.777917,-61.267603, 8.6,STAR
SAO 251744,,181.739496,-61.267378, 9.5,STAR
SAO 251086,,160.79005,-61.171814, 6.3,STAR
SAO 253563,147947,247.095421,-61.125678, 9.2,STAR
SAO 250121,,122.059912,-61.0777, 9.4,STAR
SAO 248273,,13.255254,-61.076669, 9.0,STAR
SAO 255380,,345.539008,-61.074733,10.3,STAR
SAO 251884,107979,186.176279,-60.904144, 7.1,STAR
SAO 252838,128620,219.900696,-60.835375, 0.1,STAR
SAO 250023,,119.188625,-60.815078, 7.8,STAR
SAO 201368,,156.231033,-38.298211,10,STAR
SAO 250042,,119.534521,-60.780625, 8.5,STAR
SAO 249764,,107.751979,-60.736344, 9.8,STAR
SAO 253345,,238.737925,-60.734942, 9.9,STAR
SAO 250051,,119.628179,-60.729081, 8.9,STAR
SAO 252040,111331,192.305942,-60.661878, 7.9,STAR
SAO 251509,,174.589712,-60.604769, 9.3,STAR
SAO 251185,94910,164.048292,-60.453933, 6.5,STAR
SAO 252078,,193.489825,-60.416094, 9.1,STAR
SAO 252074,,193.443517,-60.403503, 8.5,STAR
SAO 251181,94878,163.995637,-60.39255,,STAR
SAO 252071,,193.414029,-60.353647,,STAR
SAO 252075,,193.447175,-60.331861, 8.0,STAR
SAO 253400,,240.842787,-60.326775, 9.6,STAR
SAO 250115,,121.853337,-60.291192, 8.4,STAR
SAO 254433,175652,285.049608,-60.203789, 6.9,STAR
SAO 242480,,231.154992,-60.122689, 9.9,STAR
SAO 248310,6334,15.826583,-60.097744, 7.5,STAR
SAO 235559,,117.623921,-60.025508,10,STAR
SAO 235048,,108.824571,-59.998161, 9.8,STAR
SAO 255191,,334.596738,-59.838061,10,STAR
SAO 242634,,232.761721,-59.802336, 9.9,STAR
SAO 255412,,347.146321,-59.736167,10,STAR
SAO 238746,,166.253408,-59.713664,10.2,STAR
SAO 238429,93308,161.265129,-59.684292,10,STAR
SAO 241730,,216.989317,-59.635439, 9.9,STAR
SAO 241723,,216.933346,-59.633422, 9.4,STAR
SAO 241728,,216.981071,-59.625464,10.1,STAR
SAO 242424,,230.124054,-59.550933,,STAR
SAO 235932,71129,125.628492,-59.509519, 1.7,STAR
SAO 232417,,21.333529,-59.491617,,STAR
SAO 238424,,161.196313,-59.413594,10,STAR
SAO 242025,130205,222.312121,-59.407778, 6.5,STAR
SAO 242463,136415,230.844575,-59.320803, 4.5,STAR
SAO 237210,,144.9598,-59.270358,10.6,STAR
SAO 247650,,344.05985,-59.143492, 9.8,STAR
SAO 242811,139298,235.089642,-59.136458, 8.1,STAR
SAO 234069,,84.637867,-59.074756, 9.8,STAR
SAO 243197,,239.849987,-58.736844,,STAR
SAO 236240,,131.270467,-58.724167, 7.3,STAR
SAO 242913,140178,236.317146,-58.687169, 7.6,STAR
SAO 238733,96118,166.057687,-58.46465, 7.6,STAR
SAO 241674,,215.656275,-58.461894, 7.0,STAR
SAO 247821,,349.637862,-58.296892, 9.2,STAR
SAO 247812,,349.323992,-58.262597,10.3,STAR
SAO 238228,,158.930267,-58.245917, 7.0,STAR
SAO 232121,,9.588196,-58.117219,10,STAR
SAO 242853,139792,235.742713,-58.114642, 7.5,STAR
SAO 233808,,75.856962,-58.103489,10.1,STAR
SAO 237755,,152.579317,-58.060861, 9.4,STAR
SAO 237770,88605,152.845812,-58.04495, 8.3,STAR
SAO 243581,,244.696175,-57.945586, 9.6,STAR
SAO 243584,,244.711163,-57.943936, 8.8,STAR
SAO 245757,,282.991021,-57.929189,,STAR
SAO 202354,,170.379342,-36.741694, 9.8,STAR
SAO 243278,,240.877238,-57.7758, 8.5,STAR
SAO 244964,160435,265.8291,-57.725033,,STAR
SAO 202893,,178.067092,-34.349992, 9.3,STAR
SAO 233037,20234,48.137904,-57.321636, 5.7,STAR
SAO 236536,,135.68805,-57.179722, 9.8,STAR
SAO 236529,,135.596775,-57.106653,,STAR
SAO 234443,,94.616692,-57.013503, 9.6,STAR
SAO 243366,144506,242.3102,-56.902569, 7.8,STAR
SAO 246578,,306.549587,-56.774453, 8.8,STAR
SAO 246577,,306.536554,-56.723492, 8.9,STAR
SAO 241659,125481,215.380146,-56.6349, 8.6,STAR
SAO 233574,,68.700321,-56.590842, 9.6,STAR
SAO 234758,,103.045283,-56.515197, 9.5,STAR
SAO 233298,,57.761063,-56.507483, 9.3,STAR
SAO 240236,,191.598325,-56.503178, 9.2,STAR
SAO 207911,,250.161808,-32.379936,,STAR
SAO 247613,,342.639442,-56.497964, 9.4,STAR
SAO 235532,63926,117.079971,-56.471158, 6.2,STAR
SAO 236533,,135.652246,-56.4009, 9.5,STAR
SAO 241334,121658,209.57105,-56.352756,,STAR
SAO 241461,123146,211.909496,-56.348139, 8.3,STAR
SAO 236565,,136.133287,-56.3429, 9.3,STAR
SAO 232662,,32.699083,-56.2263, 9.5,STAR
SAO 188792,,299.897583,-29.857222, 9.3,STAR
SAO 232946,,44.261258,-56.216453, 9.5,STAR
SAO 233200,,54.681083,-56.144642, 9.9,STAR
SAO 243365,144534,242.287567,-56.057689, 6.5,STAR
SAO 237958,,155.222667,-56.053744, 9.8,STAR
SAO 237960,,155.230967,-56.043272, 8.7,STAR
SAO 236917,,140.790329,-55.996753, 9.7,STAR
SAO 237248,,145.669946,-55.832711, 8.5,STAR
SAO 238438,93339,161.372887,-55.791231, 7.1,STAR
SAO 232155,,10.499604,-55.783256, 8.6,STAR
SAO 237855,89249,154.087021,-55.597403, 8.6,STAR
SAO 245427,,275.5423,-55.572619, 8.6,STAR
SAO 238061,,156.589142,-55.477139,,STAR
SAO 239122,,172.491683,-55.293675, 8.7,STAR
SAO 247367,,333.517488,-55.249686, 9.0,STAR
SAO 233565,,68.535346,-55.047219,10,STAR
SAO 232844,,39.732342,-54.842658, 8.6,STAR
SAO 241075,,205.435129,-54.561733, 7.1,STAR
SAO 244715,,261.183821,-54.456464, 9.1,STAR
SAO 232106,,9.022388,-54.452269, 9.5,STAR
SAO 236656,,137.167162,-54.389664, 9.8,STAR
SAO 233280,24185,57.104304,-54.294111, 7.0,STAR
SAO 243446,,243.323225,-54.235094,,STAR
SAO 243441,,243.250733,-54.193142, 9.0,STAR
SAO 245251,,271.9085,-54.184264, 9.4,STAR
SAO 239367,102319,176.617858,-54.177794, 7.6,STAR
SAO 241556,124268,213.530042,-53.931986,,STAR
SAO 238580,94530,163.445671,-53.919047, 8.8,STAR
SAO 236420,,134.099925,-53.7984, 9.6,STAR
SAO 245916,,286.450858,-53.769456, 9.3,STAR
SAO 241543,124147,213.318371,-53.665911, 5.5,STAR
SAO 235619,,118.845971,-53.613719, 9.6,STAR
SAO 245875,,285.591713,-53.500425,10.2,STAR
SAO 246964,,319.963662,-53.449122, 7.2,STAR
SAO 232484,,24.704138,-53.439747, 8.5,STAR
SAO 247986,,355.535025,-53.364283, 9.8,STAR
SAO 236062,72737,128.020162,-53.212178, 5.8,STAR
SAO 239074,99574,171.696933,-53.159972, 5.9,STAR
SAO 243240,,240.187317,-53.159744, 9.2,STAR
SAO 236200,,130.551525,-53.101172, 9.6,STAR
SAO 236158,,129.994162,-53.050819,,STAR
SAO 242665,,233.118779,-52.873197, 8.2,STAR
SAO 234486,,96.125113,-52.847433, 9.0,STAR
SAO 237642,,150.828175,-52.836861,,STAR
SAO 182519,,216.266971,-29.563711, 8.9,STAR
SAO 243027,,237.556829,-52.818364, 8.8,STAR
SAO 234162,39547,87.619054,-52.767736, 6.3,STAR
SAO 234507,,96.544038,-52.630275, 8.8,STAR
SAO 243928,,248.170046,-52.628225, 9.7,STAR
SAO 175343,,122.781513,-29.170936, 9.3,STAR
SAO 244708,,261.109625,-52.567617, 9.6,STAR
SAO 239600,104533,180.562346,-52.530017, 7.6,STAR
SAO 243061,,238.096079,-52.434867,,STAR
SAO 246002,,289.151271,-52.387422, 8.7,STAR
SAO 243492,,243.711154,-52.329725, 9.6,STAR
SAO 239594,,180.420504,-52.230167,,STAR
SAO 237226,,145.30995,-52.203306, 9.8,STAR
SAO 243381,,242.403704,-52.180375, 9.4,STAR
SAO 234562,,98.057487,-52.141919, 9.6,STAR
SAO 234887,,105.877892,-52.110153, 9.8,STAR
SAO 240891,,202.477958,-52.103083, 9.8,STAR
SAO 237484,,148.706379,-52.0896,10.4,STAR
SAO 237481,,148.700171,-52.089433, 9.9,STAR
SAO 185570,,264.5156,-29.110925, 9.1,STAR
SAO 243429,,243.053275,-52.082522, 9.8,STAR
SAO 243428,,243.050025,-52.079894, 9.5,STAR
SAO 186832,,276.873908,-29.098797, 9.4,STAR
SAO 237363,,147.158337,-52.065311, 8.5,STAR
SAO 240177,,190.726462,-52.053958, 9.6,STAR
SAO 237337,,146.758242,-52.039792, 8.8,STAR
SAO 237338,,146.762242,-52.039589, 9.3,STAR
SAO 238988,,170.267325,-52.026269, 9.7,STAR
SAO 235533,,117.143225,-52.022594, 9.8,STAR
SAO 240966,,203.747596,-52.017522, 9.7,STAR
SAO 237782,,153.090638,-52.012528, 9.8,STAR
SAO 240931,,203.118558,-52.01025, 9.7,STAR
SAO 243720,,245.772237,-52.000925, 9.9,STAR
SAO 242917,,236.268192,-52.000267,10,STAR
SAO 244044,,249.948533,-51.999886, 9.0,STAR
SAO 237376,,147.310608,-51.998508, 9.0,STAR
SAO 243732,,245.852967,-51.997661, 8.5,STAR
SAO 173222,,108.252192,-28.849275, 9.0,STAR
SAO 242848,,235.544133,-51.990681, 9.8,STAR
SAO 242813,,235.037125,-51.990106,10,STAR
SAO 243985,,249.159408,-51.974678, 9.7,STAR
SAO 237417,,147.859517,-51.968614, 9.6,STAR
SAO 243797,,246.550729,-51.949119, 9.5,STAR
SAO 244750,,261.738096,-51.931942,,STAR
SAO 237450,,148.290808,-51.928661, 9.5,STAR
SAO 236159,,130.0096,-51.924803, 9.5,STAR
SAO 234630,,99.652742,-51.920867, 9.6,STAR
SAO 238686,,165.155021,-51.901444, 9.5,STAR
SAO 242941,,236.513292,-51.899347, 9.7,STAR
SAO 239260,101310,174.801513,-51.897294, 8.8,STAR
SAO 242922,,236.336258,-51.878742, 9.3,STAR
SAO 244533,,258.372358,-51.878258, 9.0,STAR
SAO 237382,,147.405563,-51.87265, 8.5,STAR
SAO 234894,,105.955529,-51.871611, 9.3,STAR
SAO 237421,,147.901425,-51.862681, 9.5,STAR
SAO 243792,,246.513837,-51.858081, 9.6,STAR
SAO 244575,,259.144963,-51.85665, 9.5,STAR
SAO 237405,,147.725221,-51.845706, 9.2,STAR
SAO 233911,,79.321908,-51.836267, 9.5,STAR
SAO 243214,,239.904467,-51.835553, 9.3,STAR
SAO 242832,,235.294746,-51.834561, 9.9,STAR
SAO 242590,,232.2966,-51.829928, 9.8,STAR
SAO 237927,,155.026287,-51.827878, 9.5,STAR
SAO 237957,,155.235321,-51.827036, 9.5,STAR
SAO 242849,,235.577325,-51.816417, 9.8,STAR
SAO 245719,,282.137483,-51.815378,10,STAR
SAO 243815,,246.754617,-51.809428, 9.5,STAR
SAO 237665,,151.116179,-51.800778, 9.4,STAR
SAO 243803,,246.587854,-51.799175, 9.5,STAR
SAO 234453,,95.124058,-51.793197, 9.4,STAR
SAO 243211,,239.891504,-51.791189, 9.5,STAR
SAO 244061,,250.258283,-51.790033, 9.9,STAR
SAO 240980,,203.89635,-51.780428,10.3,STAR
SAO 238261,,159.329467,-51.769694, 9.2,STAR
SAO 242885,,235.9813,-51.764219, 9.6,STAR
SAO 237721,,152.090779,-51.754447, 9.5,STAR
SAO 234513,,96.782671,-51.753736, 9.9,STAR
SAO 237669,,151.149663,-51.741808, 9.2,STAR
SAO 237727,,152.144412,-51.737406, 9.0,STAR
SAO 242834,,235.343583,-51.737061, 9.8,STAR
SAO 237973,,155.355867,-51.736833, 9.0,STAR
SAO 235961,,126.372808,-51.733275,10.2,STAR
SAO 233715,31244,72.862371,-51.725864, 6.6,STAR
SAO 233629,,70.373612,-51.724997, 9.8,STAR
SAO 243876,,247.378017,-51.716572,10,STAR
SAO 237591,,150.218163,-51.704722, 9.8,STAR
SAO 237975,,155.369338,-51.702958, 9.9,STAR
SAO 237590,,150.216487,-51.700114, 9.0,STAR
SAO 240066,,188.547042,-51.699117, 9.5,STAR
SAO 237756,,152.639242,-51.694867, 9.5,STAR
SAO 234615,,99.294787,-51.690331, 9.5,STAR
SAO 242680,,233.227512,-51.689183,10,STAR
SAO 236104,,128.871979,-51.673853, 9.5,STAR
SAO 242641,,232.734546,-51.664589, 9.7,STAR
SAO 242772,,234.358042,-51.662822, 9.0,STAR
SAO 242740,,233.962317,-51.661692, 9.9,STAR
SAO 239556,,179.905542,-51.658042, 9.0,STAR
SAO 233954,,80.773279,-51.638967, 9.4,STAR
SAO 242857,,235.706787,-51.612569, 9.7,STAR
SAO 235061,,109.113317,-51.607533, 9.6,STAR
SAO 234161,,87.622125,-51.602947, 9.2,STAR
SAO 246296,,297.632963,-51.601989, 9.8,STAR
SAO 242630,,232.621025,-51.600008,10,STAR
SAO 236089,,128.547871,-51.581228, 9.8,STAR
SAO 242989,,237.034217,-51.573419,10,STAR
SAO 234920,,106.545708,-51.570769, 9.0,STAR
SAO 237459,,148.367246,-51.566108, 9.5,STAR
SAO 246258,,296.451146,-51.562328, 9.5,STAR
SAO 244177,,252.57285,-51.559681, 9.6,STAR
SAO 243728,,245.835533,-51.559186, 9.5,STAR
SAO 232873,,41.100171,-51.552236, 9.4,STAR
SAO 234011,,82.798762,-51.538208, 9.5,STAR
SAO 237302,,146.321771,-51.534067, 9.5,STAR
SAO 246136,,292.766083,-51.534019, 9.3,STAR
SAO 245998,,289.070071,-51.530914, 9.5,STAR
SAO 233131,,52.072396,-51.527672, 9.2,STAR
SAO 242994,,237.095071,-51.523636,10,STAR
SAO 244020,,249.675708,-51.522997,10,STAR
SAO 242684,,233.259096,-51.518989, 9.6,STAR
SAO 243944,,248.370225,-51.518953, 8.5,STAR
SAO 242554,,231.966363,-51.5164, 9.0,STAR
SAO 242560,,232.035154,-51.514269, 9.6,STAR
SAO 234041,,83.934408,-51.512425, 9.0,STAR
SAO 246497,,303.665317,-51.506475, 9.6,STAR
SAO 233899,,78.962642,-51.503264, 9.6,STAR
SAO 246006,,289.160517,-51.497056, 9.5,STAR
SAO 237235,,145.425013,-51.494125, 8.5,STAR
SAO 242711,,233.630413,-51.493831, 9.5,STAR
SAO 232831,,39.187688,-51.487842, 9.9,STAR
SAO 242852,,235.659825,-51.472722, 9.0,STAR
SAO 234425,,94.430908,-51.471269, 9.3,STAR
SAO 242829,,235.226663,-51.470303, 9.0,STAR
SAO 242682,,233.233183,-51.467683, 9.7,STAR
SAO 234985,,107.608738,-51.460828, 9.8,STAR
SAO 244203,,252.868192,-51.459011, 9.5,STAR
SAO 232719,,35.075612,-51.449617, 9.4,STAR
SAO 239704,,182.360258,-51.446747, 9.0,STAR
SAO 246031,,289.926692,-51.446661, 9.4,STAR
SAO 243917,,247.918913,-51.446589, 9.7,STAR
SAO 241265,,208.434225,-51.444511, 9.8,STAR
SAO 237964,,155.300633,-51.444214, 9.7,STAR
SAO 232797,,37.691533,-51.438594, 8.8,STAR
SAO 242804,,234.916567,-51.4328, 9.9,STAR
SAO 236882,,140.433633,-51.432736, 9.0,STAR
SAO 242816,,235.059063,-51.429133, 9.0,STAR
SAO 233285,,57.261867,-51.426417, 9.1,STAR
SAO 244195,,252.796933,-51.423831,10,STAR
SAO 243894,,247.595446,-51.423692, 9.8,STAR
SAO 232566,,28.787508,-51.421656, 9.9,STAR
SAO 242559,,232.017983,-51.4086, 9.4,STAR
SAO 237667,,151.151983,-51.408189, 9.5,STAR
SAO 232766,,36.534317,-51.406964, 9.9,STAR
SAO 245985,,288.665029,-51.385006, 9.2,STAR
SAO 237683,,151.407688,-51.379606, 9.8,STAR
SAO 246942,,319.191825,-51.376467, 9.3,STAR
SAO 244405,,256.102108,-51.3761, 9.8,STAR
SAO 234992,,107.670254,-51.371461, 9.7,STAR
SAO 234993,,107.671733,-51.369144,10,STAR
SAO 242688,,233.336642,-51.358597, 9.6,STAR
SAO 239887,,185.594146,-51.357667, 9.6,STAR
SAO 247340,,332.686013,-51.348817, 9.9,STAR
SAO 234111,,86.062433,-51.347692, 9.8,STAR
SAO 239037,,171.037725,-51.34585, 9.5,STAR
SAO 237367,,147.192588,-51.344497, 9.5,STAR
SAO 233041,,48.359292,-51.339786, 9.4,STAR
SAO 243870,,247.323238,-51.339403, 8.5,STAR
SAO 246069,,291.004142,-51.338869, 9.6,STAR
SAO 242819,,235.137671,-51.333386, 9.0,STAR
SAO 242820,,235.140437,-51.332128,10,STAR
SAO 232913,,42.7853,-51.331886, 9.0,STAR
SAO 233142,,52.829233,-51.328944, 9.6,STAR
SAO 232594,,29.81365,-51.327375, 9.3,STAR
SAO 237790,,153.176783,-51.327325, 9.8,STAR
SAO 236927,,140.968404,-51.327031, 9.5,STAR
SAO 234042,,83.944258,-51.324086, 9.2,STAR
SAO 246540,,305.235538,-51.322156, 9.6,STAR
SAO 239121,,172.499171,-51.320792, 9.0,STAR
SAO 243052,,237.870379,-51.309856, 9.5,STAR
SAO 234525,,97.133629,-51.306944, 9.5,STAR
SAO 239618,,180.894971,-51.305158,10.8,STAR
SAO 239617,,180.89125,-51.303269, 9.9,STAR
SAO 233665,,71.273337,-51.298917, 9.5,STAR
SAO 244152,,252.096204,-51.298586, 9.8,STAR
SAO 240725,,199.671458,-51.295664, 9.0,STAR
SAO 238163,,158.169913,-51.293767, 9.5,STAR
SAO 237351,,147.042125,-51.289975, 9.2,STAR
SAO 232809,,38.131717,-51.287536, 9.0,STAR
SAO 240364,,193.591296,-51.277778, 9.5,STAR
SAO 237509,,149.053112,-51.2644, 9.0,STAR
SAO 244932,,265.061592,-51.250569, 9.9,STAR
SAO 232150,,10.361646,-51.242153, 9.9,STAR
SAO 242703,,233.543767,-51.240431, 9.0,STAR
SAO 244458,,257.040967,-51.239503, 9.8,STAR
SAO 238456,,161.588829,-51.238764, 9.6,STAR
SAO 232184,,11.800942,-51.229819, 9.7,STAR
SAO 232074,,7.772383,-51.227872, 9.0,STAR
SAO 244205,,252.898792,-51.226567, 9.9,STAR
SAO 237148,,144.304125,-51.190889, 9.3,STAR
SAO 240045,,188.212667,-51.188736, 9.5,STAR
SAO 233533,,67.284667,-51.181153, 9.7,STAR
SAO 242577,,232.156121,-51.177406,10,STAR
SAO 241961,,221.072917,-51.174125, 9.5,STAR
SAO 243948,,248.436317,-51.172767, 9.7,STAR
SAO 233214,,55.050904,-51.166178, 9.5,STAR
SAO 246265,,296.685071,-51.162303, 9.7,STAR
SAO 241970,,221.245421,-51.160183, 9.4,STAR
SAO 242867,,235.821988,-51.154886, 8.5,STAR
SAO 237983,,155.428596,-51.148653, 9.6,STAR
SAO 237680,,151.339633,-51.142872, 9.9,STAR
SAO 234938,,106.796254,-51.135047, 9.1,STAR
SAO 232819,,38.498579,-51.125394, 9.0,STAR
SAO 243712,,245.6424,-51.112275, 9.0,STAR
SAO 244602,,259.563125,-51.106422, 9.7,STAR
SAO 235877,,124.757746,-51.105967, 9.1,STAR
SAO 239982,,187.193933,-51.103342, 9.4,STAR
SAO 244475,,257.441058,-51.092297,10,STAR
SAO 232982,,46.062696,-51.08945, 9.4,STAR
SAO 237244,,145.657571,-51.086667, 9.5,STAR
SAO 237443,,148.202658,-51.081053, 9.5,STAR
SAO 237510,,149.058237,-51.078225, 9.8,STAR
SAO 242801,139275,234.863071,-51.077889, 8.5,STAR
SAO 244821,158479,263.0442,-51.073653, 8.0,STAR
SAO 231974,,3.364083,-51.072456, 9.7,STAR
SAO 235845,,124.057133,-51.070028, 9.9,STAR
SAO 241228,,207.821092,-51.065944, 9.8,STAR
SAO 236245,,131.404125,-51.061372, 9.8,STAR
SAO 232122,,9.619054,-51.057383, 9.5,STAR
SAO 246038,,290.227129,-51.053814, 9.0,STAR
SAO 234965,,107.350696,-51.050386, 9.8,STAR
SAO 232089,,8.525692,-51.049658, 9.3,STAR
SAO 239361,,176.538242,-51.039883, 9.8,STAR
SAO 247644,,343.751312,-51.028933, 9.7,STAR
SAO 234601,,99.06375,-51.01865, 9.3,STAR
SAO 235779,,122.327092,-51.017103, 9.0,STAR
SAO 233562,,68.4348,-51.016136, 9.7,STAR
SAO 237530,,149.386904,-50.991147, 9.0,STAR
SAO 233614,,69.990238,-50.989522, 9.9,STAR
SAO 236309,,132.371221,-50.987319, 9.8,STAR
SAO 243871,,247.328696,-50.985481, 9.5,STAR
SAO 236303,,132.279425,-50.969542, 9.3,STAR
SAO 247569,,341.343346,-50.968394,10.1,STAR
SAO 234959,,107.225554,-50.963458, 9.6,STAR
SAO 236499,,135.199854,-50.960681, 9.4,STAR
SAO 242821,,235.141887,-50.960308, 9.8,STAR
SAO 243341,,241.823383,-50.957769,10,STAR
SAO 248004,,356.232529,-50.955561, 9.8,STAR
SAO 246547,,305.474267,-50.952733, 9.0,STAR
SAO 233246,,56.031608,-50.946319, 9.4,STAR
SAO 244793,,262.53705,-50.936508,10,STAR
SAO 234542,,97.489817,-50.932422, 9.1,STAR
SAO 243864,,247.270196,-50.927792, 9.8,STAR
SAO 244349,,255.106604,-50.915925, 9.7,STAR
SAO 237828,,153.722654,-50.914717,10,STAR
SAO 243727,,245.810746,-50.911672, 9.5,STAR
SAO 232967,,45.176412,-50.911533, 9.5,STAR
SAO 238268,,159.371796,-50.910731, 9.8,STAR
SAO 234117,,86.266504,-50.909278, 9.0,STAR
SAO 242944,140523,236.562654,-50.9085, 8.7,STAR
SAO 242877,,235.864792,-50.897119, 9.9,STAR
SAO 247375,,333.805517,-50.882697, 9.5,STAR
SAO 247464,,337.370742,-50.874022, 9.8,STAR
SAO 245969,,288.063,-50.872356, 9.4,STAR
SAO 243471,,243.455771,-50.870175, 9.7,STAR
SAO 237476,,148.643396,-50.869386, 9.5,STAR
SAO 244210,,252.972529,-50.8674, 9.5,STAR
SAO 235033,,108.675512,-50.861353, 9.5,STAR
SAO 236342,,133.005892,-50.859497, 9.4,STAR
SAO 244335,,254.941471,-50.855953,10,STAR
SAO 233852,,77.439275,-50.852361, 9.5,STAR
SAO 240547,,196.573375,-50.851, 9.7,STAR
SAO 237661,,151.083183,-50.847528, 9.0,STAR
SAO 232934,,43.540079,-50.846092, 7.5,STAR
SAO 232072,,7.719225,-50.845172, 9.5,STAR
SAO 247606,,342.510629,-50.844156, 9.4,STAR
SAO 242959,,236.757121,-50.842447,10,STAR
SAO 244000,,249.362267,-50.840483, 9.0,STAR
SAO 244060,,250.246187,-50.839289, 9.0,STAR
SAO 242580,,232.176896,-50.837475,10,STAR
SAO 232415,,21.300521,-50.835522, 9.8,STAR
SAO 233450,,63.805958,-50.835222, 9.6,STAR
SAO 239087,,171.925458,-50.832967, 9.4,STAR
SAO 246042,,290.267925,-50.832564, 9.7,STAR
SAO 244188,,252.666229,-50.826558, 9.8,STAR
SAO 237540,,149.50345,-50.823311, 9.8,STAR
SAO 244336,,254.971287,-50.82325, 9.4,STAR
SAO 247616,,342.746971,-50.822644, 9.0,STAR
SAO 245240,,271.638013,-50.819092, 9.8,STAR
SAO 234036,,83.844504,-50.818939,10,STAR
SAO 244713,,261.117729,-50.817958, 9.9,STAR
SAO 236419,,134.124587,-50.817458, 9.0,STAR
SAO 189608,,310.823896,-27.887458, 9.1,STAR
SAO 244592,,259.413983,-50.799336, 9.7,STAR
SAO 244211,,252.974571,-50.789181, 9.7,STAR
SAO 244001,,249.376417,-50.788172, 9.0,STAR
SAO 237996,,155.647096,-50.785789, 9.8,STAR
SAO 239296,,175.418788,-50.782892, 9.8,STAR
SAO 239295,,175.418663,-50.781169, 9.5,STAR
SAO 237520,,149.218942,-50.780769, 9.6,STAR
SAO 242022,,222.18405,-50.779069, 9.6,STAR
SAO 233110,,51.180638,-50.777964, 9.3,STAR
SAO 242535,,231.711521,-50.769414, 9.8,STAR
SAO 242576,,232.151483,-50.754892, 9.8,STAR
SAO 239341,,176.1719,-50.754564, 9.2,STAR
SAO 232985,,46.175038,-50.748364, 9.4,STAR
SAO 247856,,351.034142,-50.7464, 9.8,STAR
SAO 239843,,184.81755,-50.7437, 9.3,STAR
SAO 242742,,233.961504,-50.742378,10,STAR
SAO 233186,,54.343142,-50.741478, 9.1,STAR
SAO 242741,,233.960975,-50.740422, 9.7,STAR
SAO 243884,,247.469021,-50.726753, 9.8,STAR
